Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Fatality
Accident,2014-12-15,Non-Fatal,Substantial,Airplane,PIPER,PA 46 350P,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Incident,2014-12-15,Non-Fatal,Nill,Airplane,SAAB-SCANIA AB,SAAB 2000,2.0,Turbo Fan,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2014-12-16,Total.Fatal.Injuries,Substantial,Airplane,PIPER,PA 18-150,1.0,Reciprocating,Personal,1,0.0,1.0,0.0,VMC,1
Accident,2014-12-16,Non-Fatal,Nill,Airplane,BOEING,777 223,2.0,Nill,Nill,0,10.0,2.0,243.0,Nill,0
Incident,2014-12-16,Non-Fatal,Nill,Airplane,BOMBARDIER INC,DHC-8-402,2.0,Turbo Prop,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2014-12-17,Non-Fatal,Substantial,Airplane,BOEING,737-800,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Incident,2014-12-17,Non-Fatal,Nill,Airplane,BOEING,757 - 236,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2014-12-18,Total.Fatal.Injuries,Substantial,Airplane,GATES LEARJET,25D,2.0,Turbo Jet,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2014-12-18,Non-Fatal,Substantial,Airplane,CESSNA,310J,2.0,Reciprocating,Instructional,0,0.0,0.0,3.0,VMC,0
Accident,2014-12-19,Total.Fatal.Injuries,Destroyed,Airplane,BEECH,V35A,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,2014-12-20,Non-Fatal,Substantial,Airplane,FERDON,THORP T 18,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2014-12-20,Non-Fatal,Substantial,Airplane,BAUER THOMAS G,KITFOX III,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Incident,2014-12-20,Non-Fatal,Minor,Airplane,CESSNA,180J,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2014-12-21,Non-Fatal,Substantial,Airplane,FARTHING JAMES W II,BEAVER,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2014-12-22,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,172M,1.0,Reciprocating,Aerial Observation,1,0.0,0.0,0.0,VMC,1
Accident,2014-12-22,Non-Fatal,Substantial,Airplane,CESSNA,172M,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2014-12-24,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,2014-12-24,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA-34-200T,2.0,Reciprocating,Business,1,0.0,0.0,0.0,IMC,1
Accident,2014-12-24,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA,T207 - A,1.0,Reciprocating,Nill,1,0.0,0.0,0.0,Unk,1
Accident,2014-12-24,Non-Fatal,Substantial,Airplane,PIPER,PA-32-260,,Nill,Nill,0,0.0,0.0,4.0,Nill,0
Accident,2014-12-26,Non-Fatal,Substantial,Airplane,CESSNA,182P,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Incident,2014-12-26,Non-Fatal,Nill,Airplane,AIRBUS,A330 - 201,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2014-12-27,Non-Fatal,Substantial,Airplane,AEROTEK,PITTS SPECIAL S-1S,1.0,Reciprocating,Personal,0,0.0,1.0,2.0,VMC,0
Accident,2014-12-28,Total.Fatal.Injuries,Destroyed,Airplane,AIRBUS,A320 - 216,,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2014-12-28,Non-Fatal,Substantial,Airplane,CESSNA,310N,2.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2014-12-29,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA 23-160,2.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2014-12-29,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,172 - S,1.0,Reciprocating,Nill,1,0.0,0.0,0.0,Nill,1
Incident,2014-12-30,Non-Fatal,Minor,Airplane,BOEING,737,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2014-12-30,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,404,2.0,Reciprocating,Positioning,1,0.0,0.0,0.0,VMC,1
Accident,2014-12-30,Non-Fatal,Substantial,Airplane,CESSNA,208B,1.0,Turbo Prop,Nill,0,0.0,0.0,1.0,IMC,0
Accident,2014-12-30,Non-Fatal,Substantial,Airplane,MDS FYING LLC,ZENITH ZODIAC CH 650,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2014-12-30,Total.Fatal.Injuries,Substantial,Airplane,PIPER,PA 28-181,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,2015-01-01,Non-Fatal,Substantial,Airplane,CESSNA,140,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2015-01-01,Non-Fatal,Substantial,Airplane,PIPER,PA-46-350P,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-01,Non-Fatal,Destroyed,Airplane,RANS,S6,,Nill,Nill,0,0.0,2.0,0.0,Nill,0
Accident,2015-01-02,Total.Fatal.Injuries,Substantial,Airplane,PIPER,PA34,2.0,Reciprocating,Personal,1,0.0,1.0,0.0,IMC,1
Accident,2015-01-03,Non-Fatal,Substantial,Airplane,WACO CLASSIC AIRCRAFT,YMF F5C,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-03,Non-Fatal,Substantial,Airplane,CESSNA,P206,1.0,Reciprocating,Nill,0,4.0,0.0,2.0,VMC,0
Accident,2015-01-03,Total.Fatal.Injuries,Destroyed,Airplane,PIONEER,400,,Nill,Nill,1,0.0,1.0,0.0,Nill,1
Accident,2015-01-04,Non-Fatal,Substantial,Airplane,BEECH,35 A33,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-04,Non-Fatal,Substantial,Airplane,CESSNA,172D,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,2015-01-04,Non-Fatal,Substantial,Airplane,PIPER,PA 28R-200,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-04,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,A36,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,IMC,0
Accident,2015-01-05,Non-Fatal,Substantial,Airplane,CESSNA,172M,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-06,Non-Fatal,Substantial,Airplane,BEECH,V35B,1.0,Reciprocating,Personal,0,3.0,1.0,0.0,VMC,0
Accident,2015-01-06,Non-Fatal,Substantial,Airplane,CESSNA,195B,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-06,Non-Fatal,Substantial,Airplane,CESSNA,172,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-07,Non-Fatal,Substantial,Airplane,CESSNA,A185E,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-07,Non-Fatal,Destroyed,Airplane,PAC,750XL - NO SERIES,,Nill,Nill,0,0.0,0.0,14.0,Nill,0
Accident,2015-01-08,Non-Fatal,Substantial,Airplane,CESSNA,210,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-09,Total.Fatal.Injuries,Substantial,Airplane,GIBBS,LANCAIR 320,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-01-09,Total.Fatal.Injuries,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,Unk,1
Accident,2015-01-09,Non-Fatal,Substantial,Airplane,CESSNA,150G,1.0,Reciprocating,Instructional,0,1.0,0.0,1.0,VMC,0
Accident,2015-01-10,Non-Fatal,Substantial,Airplane,CESSNA,180,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-10,Non-Fatal,Substantial,Airplane,BOEING,737,,Nill,Nill,0,3.0,0.0,0.0,Nill,0
Accident,2015-01-10,Non-Fatal,Substantial,Airplane,CESSNA,152,1.0,Reciprocating,Instructional,0,1.0,0.0,0.0,VMC,0
Accident,2015-01-10,Total.Fatal.Injuries,Substantial,Airplane,EMBRAER,EMB-710C,1.0,Reciprocating,Personal,1,0.0,2.0,0.0,VMC,1
Accident,2015-01-11,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA 28RT-201T,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-01-11,Total.Fatal.Injuries,Destroyed,Airplane,BRUCT J MYERS,RV-9A,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-01-12,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-200,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,IMC,0
Incident,2015-01-13,Non-Fatal,Nill,Airplane,BOEING,747 - 406,,Nill,Nill,0,0.0,0.0,0.0,Nill,0
Incident,2015-01-13,Non-Fatal,Nill,Airplane,GULFSTREAM,GV - SP G550,,Nill,Nill,0,0.0,0.0,6.0,Nill,0
Accident,2015-01-14,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,152,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,IMC,1
Accident,2015-01-14,Non-Fatal,Substantial,Airplane,SHANNON WILLIAM,RV6A,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2015-01-14,Non-Fatal,Substantial,Airplane,CESSNA,210J,1.0,Reciprocating,Personal,0,2.0,1.0,0.0,VMC,0
Accident,2015-01-14,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,A188B,,Nill,Aerial Application,1,0.0,0.0,0.0,Nill,1
Incident,2015-01-14,Non-Fatal,Minor,Airplane,GULFSTREAM,G200,,Nill,Nill,0,0.0,0.0,8.0,Nill,0
Accident,2015-01-15,Non-Fatal,Substantial,Airplane,CESSNA,150L,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-15,Non-Fatal,Substantial,Airplane,CESSNA,182R,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-16,Total.Fatal.Injuries,Substantial,Airplane,SCHMIDT ALBERT D,AVENTURA II,1.0,Reciprocating,Air Race show,1,0.0,0.0,0.0,VMC,1
Accident,2015-01-16,Total.Fatal.Injuries,Substantial,Airplane,LUSCOMBE,8,1.0,Reciprocating,Instructional,1,0.0,1.0,0.0,VMC,1
Accident,2015-01-16,Non-Fatal,Substantial,Airplane,CUBCRAFTERS INC,CC11-160,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-16,Non-Fatal,Substantial,Airplane,CESSNA,172L,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-17,Non-Fatal,Substantial,Airplane,CESSNA,172N,1.0,Reciprocating,Instructional,0,3.0,1.0,0.0,VMC,0
Accident,2015-01-17,Non-Fatal,Substantial,Airplane,CESSNA,172K,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-17,Non-Fatal,Substantial,Airplane,MOONEY,M20C,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-18,Non-Fatal,Substantial,Airplane,BEECH,A36TC,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-18,Total.Fatal.Injuries,Substantial,Airplane,PIPER AIRCRAFT CORPORATION,PA-24-260,1.0,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2015-01-19,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 20 C1,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-19,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2015-01-19,Non-Fatal,Substantial,Airplane,CESSNA,172F,1.0,Reciprocating,Instructional,0,0.0,1.0,0.0,VMC,0
Accident,2015-01-20,Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,1.0,Reciprocating,Personal,0,1.0,0.0,1.0,VMC,0
Accident,2015-01-21,Total.Fatal.Injuries,Destroyed,Airplane,BEECH,36,,Nill,Personal,1,0.0,0.0,0.0,Unk,1
Accident,2015-01-21,Non-Fatal,Substantial,Airplane,CESSNA,170B,1.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Accident,2015-01-21,Non-Fatal,Substantial,Airplane,PIPER,PA-31-350,2.0,Reciprocating,Nill,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-22,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA-23,2.0,Reciprocating,Instructional,1,0.0,0.0,0.0,VMC,1
Accident,2015-01-22,Non-Fatal,Substantial,Airplane,CESSNA,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Incident,2015-01-22,Non-Fatal,Nill,Airplane,BOEING,787-8,2.0,Turbo Fan,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2015-01-23,Non-Fatal,Substantial,Airplane,CESSNA,172I,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-23,Non-Fatal,Substantial,Airplane,MAULE,MX 7-180,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-25,Non-Fatal,Substantial,Airplane,CESSNA,150,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2015-01-25,Non-Fatal,Substantial,Airplane,CESSNA,172F,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2015-01-25,Non-Fatal,Substantial,Airplane,CESSNA,150E,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2015-01-25,Non-Fatal,Substantial,Airplane,FLIGHT DESIGN GMBH,CTLS,1.0,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,2015-01-26,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,182L,1.0,Reciprocating,Personal,1,1.0,1.0,0.0,IMC,1
Accident,2015-01-26,Non-Fatal,Substantial,Airplane,CIRRUS,SR22 - NO SERIES,,Reciprocating,Positioning,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-26,Non-Fatal,Substantial,Airplane,CESSNA,172N,1.0,Reciprocating,Personal,0,2.0,0.0,2.0,VMC,0
Accident,2015-01-26,Total.Fatal.Injuries,Destroyed,Airplane,ALEXANDER,RV-7,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-01-26,Total.Fatal.Injuries,Substantial,Airplane,PIPER AIRCRAFT CORPORATION,PA-30,2.0,Reciprocating,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2015-01-26,Non-Fatal,Substantial,Airplane,CESSNA,182C,1.0,Reciprocating,Personal,0,2.0,0.0,0.0,VMC,0
Accident,2015-01-26,Non-Fatal,Substantial,Airplane,NEW PIPER,PA46 350P,1.0,Reciprocating,Nill,0,0.0,0.0,4.0,Nill,0
Accident,2015-01-27,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 40,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-28,Total.Fatal.Injuries,Substantial,Airplane,EAGLESTON JOHN H,VANS RV9A,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-01-28,Non-Fatal,Substantial,Airplane,CESSNA,310B,2.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-28,Non-Fatal,Minor,Airplane,PIPER,PA-28R-200,1.0,Reciprocating,Instructional,0,0.0,0.0,4.0,VMC,0
Accident,2015-01-29,Non-Fatal,Substantial,Airplane,PIPER,PA 12,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-29,Non-Fatal,Substantial,Airplane,SCHNEIDER RICHARD J,ALASKAN BUSHMASTER,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-01-30,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA 46 350P,1.0,Reciprocating,Unknown,1,0.0,0.0,0.0,Unk,1
Accident,2015-01-31,Non-Fatal,Substantial,Airplane,PIPER,PA 18,1.0,Reciprocating,Public Aircraft - State,0,0.0,2.0,0.0,VMC,0
Accident,2015-02-01,Non-Fatal,Substantial,Airplane,PIPER,PA 12,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,2015-02-02,Non-Fatal,Substantial,Airplane,PIPER,PA-32-301,1.0,Reciprocating,Personal,0,0.0,0.0,4.0,VMC,0
Accident,2015-02-04,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,1.0,Reciprocating,Instructional,0,2.0,0.0,0.0,VMC,0
Accident,2015-02-04,Total.Fatal.Injuries,Destroyed,Airplane,ATR,72,,Nill,Nill,1,1.0,14.0,0.0,Nill,1
Accident,2015-02-05,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA46 500TP,1.0,Turbo Prop,Personal,1,0.0,0.0,0.0,IMC,1
Accident,2015-02-05,Total.Fatal.Injuries,Substantial,Airplane,CESSNA,441,2.0,Turbo Prop,Personal,1,0.0,0.0,0.0,IMC,1
Accident,2015-02-05,Non-Fatal,Substantial,Airplane,BEECH,A36,1.0,Reciprocating,Personal,0,2.0,2.0,0.0,VMC,0
Accident,2015-02-05,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 602,1.0,Turbo Prop,Ferry,0,0.0,0.0,1.0,VMC,0
Accident,2015-02-07,Non-Fatal,Substantial,Airplane,CESSNA,152,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,2015-02-07,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA AIRCRAFT,A188,1.0,Reciprocating,Aerial Application,1,0.0,0.0,0.0,VMC,1
Incident,2015-02-08,Non-Fatal,Minor,Airplane,GULFSTREAM AEROSPACE,G IV,2.0,Turbo Fan,Executive/corporate,0,0.0,0.0,7.0,VMC,0
Accident,2015-02-08,Non-Fatal,Substantial,Airplane,AMERICAN,AA-1,1.0,Reciprocating,Personal,0,0.0,2.0,0.0,VMC,0
Accident,2015-02-08,Non-Fatal,Substantial,Airplane,MOONEY,M20F,,Nill,Personal,0,1.0,0.0,1.0,VMC,0
Accident,2015-02-09,Non-Fatal,Substantial,Airplane,CESSNA,U206 - G,1.0,Reciprocating,Personal,0,1.0,0.0,2.0,VMC,0
Accident,2015-02-09,Non-Fatal,Substantial,Airplane,DEHAVILLAND,DHC 6 TWIN OTTER,2.0,Turbo Prop,Positioning,0,0.0,0.0,3.0,VMC,0
Accident,2015-02-09,Non-Fatal,Substantial,Airplane,CESSNA,180,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-02-10,Non-Fatal,Substantial,Airplane,VANS,RV7 - UNDESIGNAT,1.0,Reciprocating,Personal,0,1.0,0.0,0.0,VMC,0
Accident,2015-02-10,Non-Fatal,Substantial,Airplane,CESSNA,402C,2.0,Reciprocating,Nill,0,0.0,0.0,7.0,VMC,0
Accident,2015-02-10,Non-Fatal,Substantial,Airplane,EMBRAER,ERJ 190 100 IGW,2.0,Turbo Fan,Nill,0,1.0,0.0,55.0,VMC,0
Accident,2015-02-10,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,B300,2.0,Turbo Prop,Positioning,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-11,Non-Fatal,Substantial,Airplane,CESSNA,185 - E,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-11,Total.Fatal.Injuries,Substantial,Airplane,PIPER,PA28,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-02-11,Total.Fatal.Injuries,Destroyed,Airplane,BEECH,1900,2.0,Turbo Prop,Positioning,1,0.0,0.0,0.0,VMC,1
Accident,2015-02-11,Total.Fatal.Injuries,Destroyed,Airplane,RICHARD LACOURSE,WHEELER EXPRESS,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-02-12,Non-Fatal,Substantial,Airplane,PIPER,PA 46-350P,,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-13,Non-Fatal,Substantial,Airplane,ROBERTSON JAMES F,VELOCITY STD/RG E,1.0,Reciprocating,Personal,0,0.0,1.0,0.0,VMC,0
Accident,2015-02-14,Non-Fatal,Substantial,Airplane,CESSNA,150M,1.0,Reciprocating,Personal,0,0.0,1.0,1.0,VMC,0
Accident,2015-02-14,Non-Fatal,Substantial,Airplane,PIPER,PA 28R-180,1.0,Reciprocating,Personal,0,1.0,0.0,1.0,VMC,0
Accident,2015-02-14,Non-Fatal,Substantial,Airplane,MOONEY,M20E - NO SERIES,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-15,Non-Fatal,Substantial,Airplane,SCOTTISH AVIATION,BULLDOG - 120 121,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Incident,2015-02-15,Non-Fatal,Minor,Airplane,EVO13 LLC,LANCAIR EVOLUTION,1.0,Turbo Prop,Personal,0,0.0,0.0,3.0,VMC,0
Accident,2015-02-15,Non-Fatal,Substantial,Airplane,PIPER,PA28 - 180,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-15,Non-Fatal,Nill,Airplane,BOEING,767,,Nill,Nill,0,4.0,1.0,245.0,IMC,0
Accident,2015-02-15,Non-Fatal,Substantial,Airplane,PIPER,PA46 500TP,1.0,Turbo Prop,Unknown,0,3.0,0.0,0.0,Nill,0
Incident,2015-02-15,Non-Fatal,Nill,Airplane,AIRBUS,A320,,Turbo Fan,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2015-02-16,Non-Fatal,Substantial,Airplane,BEECH,58,2.0,Reciprocating,Nill,0,0.0,0.0,1.0,IMC,0
Accident,2015-02-16,Non-Fatal,Substantial,Airplane,PIPER,PA 31-350,2.0,Reciprocating,Positioning,0,0.0,0.0,1.0,VMC,0
Accident,2015-02-16,Non-Fatal,Substantial,Airplane,CESSNA,T210 - L,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Incident,2015-02-17,Non-Fatal,Minor,Airplane,BOEING,767 - 204ER,,Turbo Fan,Nill,0,0.0,0.0,0.0,Nill,0
Accident,2015-02-18,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,1.0,Reciprocating,Flight Test,0,0.0,0.0,1.0,VMC,0
Incident,2015-02-18,Non-Fatal,Nill,Airplane,EMBRAER,EMB 145LR,2.0,Turbo Fan,Nill,0,0.0,0.0,113.0,VMC,0
Accident,2015-02-19,Total.Fatal.Injuries,Substantial,Airplane,JOHNSON JOEL H,RANS S-6ES COYOTE II,1.0,Reciprocating,Personal,1,1.0,0.0,0.0,VMC,1
Accident,2015-02-19,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,1.0,Reciprocating,Personal,0,0.0,0.0,3.0,VMC,0
Accident,2015-02-19,Total.Fatal.Injuries,Destroyed,Airplane,CESSNA AIRCRAFT,182P,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,Nill,1
Accident,2015-02-20,Non-Fatal,Substantial,Airplane,PIPER,PA 32RT-300T,1.0,Reciprocating,Business,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-21,Non-Fatal,Substantial,Airplane,CESSNA,172P,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-22,Total.Fatal.Injuries,Destroyed,Airplane,PIPER,PA46 - 350P,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-02-22,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-23,Total.Fatal.Injuries,Destroyed,Airplane,AVIONS ROBIN,ROBIN DR 400/140 B,1.0,Nill,Nill,1,0.0,0.0,0.0,Nill,1
Accident,2015-02-24,Non-Fatal,Nill,Airplane,MCDONNELL DOUGLAS,MD 11F,3.0,Turbo Fan,Nill,0,0.0,1.0,3.0,VMC,0
Accident,2015-02-24,Non-Fatal,Substantial,Airplane,PIPER,PA 28R-201,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-24,Non-Fatal,Substantial,Airplane,CESSNA,208,1.0,Turbo Prop,Nill,0,0.0,0.0,1.0,VMC,0
Accident,2015-02-25,Non-Fatal,Nill,Airplane,BOEING,747 - 468,,Nill,Nill,0,0.0,0.0,300.0,Nill,0
Accident,2015-02-25,Total.Fatal.Injuries,Destroyed,Airplane,ROSE,THUNDER MUSTANG,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-02-25,Non-Fatal,Nill,Airplane,BOEING,737 - 8AS,,Nill,Nill,0,0.0,2.0,162.0,Nill,0
Accident,2015-02-27,Non-Fatal,Substantial,Airplane,PIPER,PA 28R-200,1.0,Reciprocating,Personal,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-27,Non-Fatal,Substantial,Airplane,PIPER,PA28,1.0,Reciprocating,Instructional,0,0.0,0.0,1.0,VMC,0
Accident,2015-02-27,Non-Fatal,Substantial,Airplane,ZENITH ACFT CO,STOL CH 701,1.0,Reciprocating,Ferry,0,0.0,1.0,0.0,VMC,0
Accident,2015-02-27,Non-Fatal,Substantial,Airplane,ARNOLD,ZODIAC CH 650,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2015-02-28,Non-Fatal,Substantial,Airplane,CIRRUS,SR22,,Reciprocating,Nill,0,0.0,0.0,1.0,VMC,0
Accident,2015-03-01,Non-Fatal,Substantial,Airplane,Bombardier Canadair,CL600-2A12,2.0,Turbo Fan,Executive/corporate,0,1.0,1.0,7.0,VMC,0
Accident,2015-03-01,Non-Fatal,Substantial,Airplane,PIPER,J3C 65,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-03-01,Non-Fatal,Substantial,Airplane,PIPER,PA 28-181,1.0,Reciprocating,Instructional,0,0.0,0.0,2.0,VMC,0
Accident,2015-03-01,Non-Fatal,Substantial,Airplane,STINSON,108,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-03-01,Non-Fatal,Substantial,Airplane,PIPER,PA 46-310P,1.0,Reciprocating,Personal,0,0.0,0.0,1.0,VMC,0
Accident,2015-03-02,Total.Fatal.Injuries,Substantial,Airplane,ADAMS DONALD L,DA1,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-03-02,Total.Fatal.Injuries,Destroyed,Airplane,COLYAER SL,FREEDOM,1.0,Reciprocating,Personal,1,0.0,0.0,0.0,VMC,1
Accident,2015-03-02,Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,1.0,Reciprocating,Personal,0,1.0,0.0,1.0,VMC,0
